expense_id,amount,merchant,description,category
EXP01853,45.41,Pizza Hut,breadsticks and wings,food
EXP01854,301.56,Costco,family supplies,shopping
EXP01855,8.75,Spotify,family music plan,entertainment
EXP01856,55.81,Steam,AAA game title,entertainment
EXP01857,262.33,Marriott Hotel,vacation lodging,travel
EXP01858,44.37,Lyft,airport pickup,transport
EXP01859,291.17,Dental Office,oral care,healthcare
EXP01860,540.68,Samsung,tablet device,technology
EXP01861,38.9,Coursera,skill development,education
EXP01862,142.45,Trader Joe's,grocery run,food
EXP01863,66.75,Shell,convenience items,transport
EXP01864,198.76,Home Depot,home repair items,shopping
EXP01865,102.91,Amazon Books,academic resources,education
EXP01866,191.51,Walmart,clothing basics,shopping
EXP01867,69.69,Chevron,fuel and coffee,transport
EXP01868,80.32,Nike Store,exercise equipment,fitness
EXP01869,248.8,Progressive,driving insurance,insurance
EXP01870,108.36,H&M,casual clothing,shopping
EXP01871,20.08,Subway,Italian BMT,food
EXP01872,290.47,Allstate,property insurance,insurance
EXP01873,50.0,Walmart,garden supplies,shopping
EXP01874,259.44,Samsung,Galaxy smartphone,technology
EXP01875,1239.37,Apple Store,AirPods headphones,technology
EXP01876,83.88,Eye Care Center,optical services,healthcare
EXP01877,78.26,Udemy,online learning,education
EXP01878,15.05,PlayStation Store,PS Plus subscription,entertainment
EXP01879,70.19,Walgreens,health products,healthcare
EXP01880,86.19,Udemy,online learning,education
EXP01881,281.92,State Farm,auto insurance,insurance
EXP01882,576.35,Blue Cross Blue Shield,healthcare premium,insurance
EXP01883,164.58,Sports Authority,workout accessories,fitness
EXP01884,498.32,Samsung,Galaxy smartphone,technology
EXP01885,503.25,Blue Cross Blue Shield,monthly health plan,insurance
EXP01886,102.9,State Farm,car insurance premium,insurance
EXP01887,271.06,Delta Airlines,business trip flight,travel
EXP01888,361.34,Delta Airlines,vacation flight,travel
EXP01889,207.3,Eye Care Center,optical services,healthcare
EXP01890,688.52,Apartment Complex,apartment rent,rent
EXP01891,114.92,Walmart,weekly groceries,shopping
EXP01892,64.13,Uber,grocery store trip,transport
EXP01893,286.72,Home Depot,paint and brushes,shopping
EXP01894,133.01,Parking Authority,downtown parking,transport
EXP01895,6.51,Subway,cookies and drink,food
EXP01896,50.9,Walgreens,allergy medicine,healthcare
EXP01897,1911.21,Landlord Services,property rent,rent
EXP01898,290.21,Costco,household bulk items,shopping
EXP01899,96.55,Amazon Books,study materials,education
EXP01900,1678.2,Real Estate Rental,real estate rent,rent
EXP01901,18.92,Domino's,large supreme pizza,food
EXP01902,403.16,Blue Cross Blue Shield,medical coverage,insurance
EXP01903,96.28,Progressive,monthly auto premium,insurance
EXP01904,157.33,Family Clinic,doctor visit,healthcare
EXP01905,191.39,Walmart,garden supplies,shopping
EXP01906,1737.13,Housing Authority,rental assistance,rent
EXP01907,131.02,Metro Transit,monthly bus pass,transport
EXP01908,24.6,PlayStation Store,game download,entertainment
EXP01909,1712.15,Apartment Complex,unit rental payment,rent
EXP01910,52.53,Lyft,shared ride,transport
EXP01911,1652.37,Apartment Complex,monthly housing,rent
EXP01912,104.86,Amazon Tech,tech gadgets,technology
EXP01913,15.74,Netflix,family plan,entertainment
EXP01914,125.7,Personal Trainer,fitness coaching,fitness
EXP01915,107.89,Dental Office,teeth cleaning,healthcare
EXP01916,140.42,Amazon Tech,smart home device,technology
EXP01917,439.76,Apple Store,MacBook laptop,technology
EXP01918,23.58,McDonald's,chicken nuggets,food
EXP01919,2036.93,Apartment Complex,complex fees,rent
EXP01920,330.57,Home Depot,home repair items,shopping
EXP01921,39.43,Waste Management,waste pickup service,utilities
EXP01922,414.63,Best Buy,wireless headphones,technology
EXP01923,16.03,Planet Fitness,monthly gym membership,fitness
EXP01924,294.72,Airbnb,holiday rental,travel
EXP01925,293.76,ComEd,electric service,utilities
EXP01926,113.49,Walmart,pharmacy items,shopping
EXP01927,200.8,Airbnb,vacation rental,travel
EXP01928,59.0,Waste Management,garbage collection,utilities
EXP01929,276.26,Costco,warehouse shopping,shopping
EXP01930,221.99,Family Clinic,medical consultation,healthcare
EXP01931,504.44,Blue Cross Blue Shield,monthly health plan,insurance
EXP01932,52.33,Eye Care Center,eyeglasses,healthcare
EXP01933,22.78,Yoga Studio,mindfulness class,fitness
EXP01934,25.78,AMC Theaters,movie tickets,entertainment
EXP01935,28.99,Lyft,ride to meeting,transport
EXP01936,127.99,Marriott Hotel,vacation lodging,travel
EXP01937,46.17,Target,seasonal items,shopping
EXP01938,59.87,CVS Pharmacy,flu medication,healthcare
EXP01939,19.93,Netflix,family plan,entertainment
EXP01940,546.11,Expedia,vacation package,travel
EXP01941,145.89,Trader Joe's,organic vegetables,food
EXP01942,16.95,Khan Academy,study resources,education
EXP01943,1010.36,Housing Authority,rental assistance,rent
EXP01944,68.02,Chevron,car maintenance,transport
EXP01945,130.69,ComEd,power bill payment,utilities
EXP01946,532.31,Campus Bookstore,course materials,education
EXP01947,480.46,Delta Airlines,domestic flight,travel
EXP01948,104.79,CVS Pharmacy,vitamins and supplements,healthcare
EXP01949,46.35,Trader Joe's,wine and cheese,food
EXP01950,219.28,Hilton Hotels,hotel reservation,travel
EXP01951,11.94,Disney+,annual subscription,entertainment
EXP01952,813.52,Real Estate Rental,rental property,rent
EXP01953,1502.92,Landlord Services,residential rent,rent
EXP01954,28.08,Waste Management,recycling service,utilities
EXP01955,35.24,Domino's,pizza pickup order,food
EXP01956,117.16,Coursera,online course,education
EXP01957,369.21,Marriott Hotel,business trip hotel,travel
EXP01958,199.29,Parking Authority,airport parking,transport
EXP01959,636.41,Best Buy,tech accessories,shopping
EXP01960,147.4,AT&T,fiber internet,utilities
EXP01961,71.54,Xfinity,cable and internet,utilities
EXP01962,135.56,Liberty Mutual,life coverage,insurance
EXP01963,18.33,Netflix,monthly streaming,entertainment
EXP01964,42.04,H&M,seasonal wear,shopping
EXP01965,81.54,Physical Therapy,therapeutic care,healthcare
EXP01966,216.07,Southwest Airlines,travel to Chicago,travel
EXP01967,714.5,Best Buy,wireless headphones,technology
EXP01968,1059.31,Microsoft Store,Windows software,technology
EXP01969,71.74,Target,kitchen supplies,shopping
EXP01970,56.55,Concert Venue,festival pass,entertainment
EXP01971,182.25,Concert Venue,festival pass,entertainment
EXP01972,184.07,Amazon,books and supplies,shopping
EXP01973,176.05,Amazon,clothing order,shopping
EXP01974,49.57,PlayStation Store,DLC purchase,entertainment
EXP01975,77.69,Uber,ride to airport,transport
EXP01976,1615.68,Property Management,rental payment,rent
EXP01977,61.43,Steam,gaming software,entertainment
EXP01978,104.45,Eye Care Center,optical services,healthcare
EXP01979,137.61,Campus Bookstore,study materials,education
EXP01980,116.42,State Farm,auto coverage,insurance
EXP01981,100.21,Airbnb,weekend rental,travel
EXP01982,168.31,Progressive,car coverage,insurance
EXP01983,1574.2,Property Management,apartment fee,rent
EXP01984,11.86,Disney+,family entertainment,entertainment
EXP01985,13.96,Subway,foot-long sandwich,food
EXP01986,61.44,Chevron,fuel and coffee,transport
EXP01987,1039.31,Property Management,lease payment,rent
EXP01988,669.61,Microsoft Store,Microsoft hardware,technology
EXP01989,156.41,Whole Foods,organic groceries,food
EXP01990,14.33,Spotify,music streaming,entertainment
EXP01991,666.34,Apartment Complex,apartment rent,rent
EXP01992,32.37,Yoga Studio,yoga classes,fitness
EXP01993,279.7,Family Clinic,annual checkup,healthcare
EXP01994,231.78,Airbnb,short-term rental,travel
EXP01995,492.03,Southwest Airlines,flight booking,travel
EXP01996,165.86,Walmart,garden supplies,shopping
EXP01997,400.01,Expedia,vacation package,travel
EXP01998,200.35,State Farm,car insurance premium,insurance
EXP01999,514.14,Southwest Airlines,travel to Chicago,travel
EXP02000,147.75,Progressive,auto insurance premium,insurance
EXP02001,45.29,MetLife,dental insurance,insurance
EXP02002,16.96,Trader Joe's,organic vegetables,food
EXP02003,85.03,Macy's,jewelry gift,shopping
EXP02004,398.37,Family Clinic,doctor visit,healthcare
EXP02005,259.09,State Farm,car insurance premium,insurance
EXP02006,154.8,AT&T,wireless bill,utilities
EXP02007,106.2,Coursera,online course,education
EXP02008,7.24,Subway,cookies and drink,food
EXP02009,286.46,Airbnb,short-term rental,travel
EXP02010,30.96,Waste Management,waste disposal,utilities
EXP02011,36.68,Pizza Hut,large pepperoni pizza,food
EXP02012,192.89,Airbnb,vacation rental,travel
EXP02013,71.95,Whole Foods,organic groceries,food
EXP02014,5.71,Spotify,monthly music plan,entertainment
EXP02015,1271.84,Housing Authority,housing payment,rent
EXP02016,18.38,Netflix,monthly streaming,entertainment
EXP02017,130.91,Udemy,programming course,education
EXP02018,121.75,Campus Bookstore,textbook purchase,education
EXP02019,84.3,Walmart,clothing basics,shopping
EXP02020,18.44,Starbucks,cappuccino and pastry,food
EXP02021,232.6,Marriott Hotel,business trip hotel,travel
EXP02022,21.0,Chipotle,guacamole and chips,food
EXP02023,281.27,Hilton Hotels,travel accommodation,travel
EXP02024,407.19,Samsung,phone accessories,technology
EXP02025,74.64,H&M,jeans and tops,shopping
EXP02026,205.33,Sports Authority,fitness equipment,fitness
EXP02027,80.81,Enterprise Rental,travel vehicle,travel
EXP02028,459.23,Southwest Airlines,business travel,travel
EXP02029,25.37,Steam,indie game,entertainment
EXP02030,144.39,Amazon,clothing order,shopping
EXP02031,23.66,Subway,6-inch turkey sub,food
EXP02032,57.65,Nike Store,sports apparel,fitness
EXP02033,926.51,Housing Authority,rental assistance,rent
EXP02034,98.65,Macy's,cosmetics,shopping
EXP02035,2112.88,Apartment Complex,complex fees,rent
EXP02036,131.4,Personal Trainer,fitness coaching,fitness
EXP02037,34.59,Yoga Studio,wellness session,fitness
EXP02038,25.37,Domino's,chicken wings,food
EXP02039,112.61,Verizon,wireless service,utilities
EXP02040,10.11,Spotify,family music plan,entertainment
EXP02041,14.76,Uber,ride home,transport
EXP02042,195.33,Coursera,skill development,education
EXP02043,68.45,AT&T,telecom services,utilities
EXP02044,92.14,ComEd,power bill payment,utilities
EXP02045,18.9,Steam,game download,entertainment
EXP02046,237.95,Airbnb,weekend rental,travel
EXP02047,26.69,Water Department,monthly water service,utilities
EXP02048,550.25,Samsung,tablet device,technology
EXP02049,141.46,Trader Joe's,specialty items,food
EXP02050,61.25,Lyft,weekend trip,transport
EXP02051,308.51,Costco,family supplies,shopping
EXP02052,5.3,Spotify,music streaming,entertainment
EXP02053,21.71,PlayStation Store,gaming content,entertainment
EXP02054,43.77,Lyft,shared ride,transport
EXP02055,569.81,Campus Bookstore,course materials,education
EXP02056,753.59,Best Buy,laptop computer,technology
EXP02057,20.91,Khan Academy,study resources,education
EXP02058,96.31,Sports Authority,sports equipment,fitness
EXP02059,2163.48,Real Estate Rental,rental property,rent
EXP02060,773.48,Housing Authority,public housing,rent
EXP02061,186.95,Delta Airlines,roundtrip ticket,travel
EXP02062,1087.35,Property Management,lease payment,rent
EXP02063,77.86,Trader Joe's,grocery run,food
EXP02064,52.63,Pizza Hut,medium cheese pizza,food
EXP02065,12.07,Planet Fitness,health club,fitness
EXP02066,139.31,Verizon,monthly phone plan,utilities
EXP02067,52.35,BP,diesel fuel,transport
EXP02068,48.16,Pizza Hut,pizza delivery,food
EXP02069,324.12,Costco,household bulk items,shopping
EXP02070,59.14,Uber,grocery store trip,transport
EXP02071,51.26,Personal Trainer,fitness coaching,fitness
EXP02072,61.74,Peoples Gas,monthly gas usage,utilities
EXP02073,702.14,Real Estate Rental,real estate rent,rent
EXP02074,44.2,Concert Venue,music concert,entertainment
EXP02075,291.44,Family Clinic,routine examination,healthcare
EXP02076,1748.48,Landlord Services,property rent,rent
EXP02077,227.75,Home Depot,garden tools,shopping
EXP02078,20.32,Steam,AAA game title,entertainment
EXP02079,1744.44,Apartment Complex,residential payment,rent
EXP02080,71.1,Chevron,oil change service,transport
EXP02081,87.82,CVS Pharmacy,vitamins and supplements,healthcare
EXP02082,45.95,Chevron,oil change service,transport
EXP02083,57.55,Uber,trip to downtown,transport
EXP02084,30.4,Yoga Studio,meditation class,fitness
EXP02085,57.71,Lyft,shared ride,transport
EXP02086,59.41,Shell,fuel for road trip,transport
EXP02087,133.72,Amazon,clothing order,shopping
EXP02088,69.37,BP,highway gas station,transport
EXP02089,66.79,Waste Management,recycling service,utilities
EXP02090,192.62,Nike Store,fitness gear,fitness
EXP02091,21.91,Udemy,professional development,education
EXP02092,108.92,Samsung,tech gadget,technology
EXP02093,83.69,Personal Trainer,fitness coaching,fitness
EXP02094,42.47,Water Department,water usage charge,utilities
EXP02095,36.31,LA Fitness,monthly gym dues,fitness
EXP02096,141.97,Concert Venue,concert tickets,entertainment
EXP02097,1890.1,Real Estate Rental,monthly lease,rent
EXP02098,476.88,Campus Bookstore,textbook purchase,education
EXP02099,249.28,Dental Office,cavity filling,healthcare
EXP02100,77.02,Physical Therapy,therapy session,healthcare
EXP02101,36.15,Pizza Hut,large pepperoni pizza,food
EXP02102,44.09,Shell,premium gasoline,transport
EXP02103,57.39,Verizon,mobile service,utilities
EXP02104,39.03,Walmart,clothing basics,shopping
EXP02105,261.62,Dental Office,cavity filling,healthcare
EXP02106,188.99,Coursera,skill development,education
EXP02107,142.89,Walmart,garden supplies,shopping
EXP02108,20.0,Peoples Gas,gas service charge,utilities
EXP02109,1746.68,Property Management,rental payment,rent
EXP02110,565.8,Campus Bookstore,course materials,education
EXP02111,16.17,Pizza Hut,large pepperoni pizza,food
EXP02112,5.01,Starbucks,frappuccino,food
EXP02113,1968.6,Apartment Complex,unit rental payment,rent
EXP02114,170.03,Coursera,skill development,education
EXP02115,2133.15,Housing Authority,housing payment,rent
EXP02116,1053.34,Landlord Services,residential rent,rent
EXP02117,123.26,Xfinity,cable and internet,utilities
EXP02118,260.13,Microsoft Store,Xbox controller,technology
EXP02119,760.08,Delta Airlines,business trip flight,travel
EXP02120,99.58,Shell,premium gasoline,transport
EXP02121,39.39,Udemy,programming course,education
EXP02122,147.8,Peoples Gas,heating bill,utilities
EXP02123,101.66,H&M,jeans and tops,shopping
EXP02124,440.67,Dental Office,dental examination,healthcare
EXP02125,58.73,Peoples Gas,heating bill,utilities
EXP02126,107.06,Nike Store,athletic shoes,fitness
EXP02127,26.47,Uber,grocery store trip,transport
EXP02128,101.04,Target,gift cards,shopping
EXP02129,309.85,Blue Cross Blue Shield,healthcare premium,insurance
EXP02130,1812.5,Property Management,lease payment,rent
EXP02131,69.85,Macy's,formal wear,shopping
EXP02132,987.27,Apartment Complex,residential payment,rent
EXP02133,127.78,Personal Trainer,training session,fitness
EXP02134,4255.51,University,course registration,education
EXP02135,409.03,Delta Airlines,domestic flight,travel
EXP02136,128.38,Nike Store,athletic shoes,fitness
EXP02137,260.63,Eye Care Center,vision test,healthcare
EXP02138,1025.12,Housing Authority,housing payment,rent
EXP02139,18.63,Starbucks,grande latte,food
EXP02140,52.3,Uber,late night ride,transport
EXP02141,143.59,ComEd,monthly electric bill,utilities
EXP02142,30.44,Khan Academy,study resources,education
EXP02143,463.36,Expedia,travel booking,travel
EXP02144,119.97,Amazon Books,academic resources,education
EXP02145,381.26,Costco,bulk snacks,shopping
EXP02146,66.09,Amazon,clothing order,shopping
EXP02147,1620.2,Real Estate Rental,rental property,rent
EXP02148,490.46,Microsoft Store,Office 365 subscription,technology
EXP02149,112.04,Airbnb,short-term rental,travel
EXP02150,31.56,LA Fitness,fitness center access,fitness
EXP02151,78.65,Progressive,driving insurance,insurance
EXP02152,342.35,Delta Airlines,domestic flight,travel
EXP02153,205.56,State Farm,auto coverage,insurance
EXP02154,16.09,Khan Academy,academic support,education
EXP02155,783.91,Best Buy,headphones,shopping
EXP02156,225.75,ComEd,power bill payment,utilities
EXP02157,31.66,LA Fitness,fitness center access,fitness
EXP02158,37.51,Pizza Hut,breadsticks and wings,food
EXP02159,242.55,Family Clinic,doctor visit,healthcare
EXP02160,33.93,Parking Authority,monthly parking pass,transport
EXP02161,80.84,MetLife,supplemental coverage,insurance
EXP02162,110.74,Parking Authority,meter parking,transport
EXP02163,1614.34,Apartment Complex,residential payment,rent
EXP02164,1304.54,Landlord Services,property rent,rent
EXP02165,125.01,Amazon Books,reference books,education
EXP02166,101.21,Dental Office,teeth cleaning,healthcare
EXP02167,168.12,Southwest Airlines,flight booking,travel
EXP02168,146.25,Enterprise Rental,business trip rental,travel
EXP02169,28.47,Khan Academy,academic support,education
EXP02170,7.41,Starbucks,cappuccino and pastry,food
EXP02171,148.48,Walmart,garden supplies,shopping
EXP02172,35.94,Planet Fitness,gym access,fitness
EXP02173,89.46,MetLife,supplemental coverage,insurance
EXP02174,75.89,Physical Therapy,injury recovery,healthcare
EXP02175,122.19,Xfinity,cable and internet,utilities
EXP02176,46.36,Coursera,skill development,education
EXP02177,698.78,Microsoft Store,Office 365 subscription,technology
EXP02178,54.88,CVS Pharmacy,prescription refill,healthcare
EXP02179,34.62,AMC Theaters,IMAX movie,entertainment
EXP02180,37.82,Uber,ride home,transport
EXP02181,13.87,Netflix,premium subscription,entertainment
EXP02182,42.48,Peoples Gas,natural gas bill,utilities
EXP02183,465.74,Blue Cross Blue Shield,insurance payment,insurance
EXP02184,10.02,Steam,video game purchase,entertainment
EXP02185,209.76,Airbnb,travel accommodation,travel
EXP02186,11.83,Netflix,video streaming service,entertainment
EXP02187,732.83,Apartment Complex,monthly housing,rent
EXP02188,90.64,Whole Foods,prepared meals,food
EXP02189,89.17,Personal Trainer,exercise coaching,fitness
EXP02190,187.03,Physical Therapy,therapy session,healthcare
EXP02191,62.55,LA Fitness,fitness center access,fitness
EXP02192,23.15,ComEd,electricity usage,utilities
EXP02193,199.6,Family Clinic,medical consultation,healthcare
EXP02194,13.81,Google Play,premium app,technology
EXP02195,28.93,Yoga Studio,yoga classes,fitness
EXP02196,133.44,Trader Joe's,wine and cheese,food
EXP02197,201.47,Costco,family supplies,shopping
EXP02198,90.8,Metro Transit,subway ticket,transport
EXP02199,47.42,PlayStation Store,digital game,entertainment
EXP02200,118.47,Xfinity,monthly internet bill,utilities
EXP02201,87.23,Xfinity,cable and internet,utilities
EXP02202,342.01,Family Clinic,health screening,healthcare
EXP02203,43.33,Domino's,chicken wings,food
EXP02204,17.46,Subway,cookies and drink,food
EXP02205,25.27,Uber,grocery store trip,transport
EXP02206,19.53,Subway,veggie delite,food
EXP02207,627.03,Samsung,Galaxy smartphone,technology
EXP02208,92.88,Trader Joe's,frozen meals,food
EXP02209,52.54,Amazon,household essentials,shopping
EXP02210,299.15,Campus Bookstore,school supplies,education
EXP02211,77.51,Campus Bookstore,study materials,education
EXP02212,1660.78,Apartment Complex,residential payment,rent
EXP02213,67.27,ComEd,electricity usage,utilities
EXP02214,174.94,Best Buy,tech accessories,technology
EXP02215,315.62,Best Buy,headphones,shopping
EXP02216,244.46,Amazon Books,textbooks,education
EXP02217,114.4,Macy's,designer clothes,shopping
EXP02218,49.17,LA Fitness,fitness center access,fitness
EXP02219,32.24,Domino's,chicken wings,food
EXP02220,36.29,Google Play,in-app purchase,technology
EXP02221,114.2,Chevron,car maintenance,transport
EXP02222,678.98,Real Estate Rental,property rental,rent
EXP02223,35.84,AMC Theaters,evening show tickets,entertainment
EXP02224,13.19,Spotify,ad-free music,entertainment
EXP02225,209.43,Amazon Books,study materials,education
EXP02226,247.51,Best Buy,video game,shopping
EXP02227,1848.06,Apartment Complex,apartment rent,rent
EXP02228,188.47,Macy's,designer clothes,shopping
EXP02229,39.94,Walgreens,allergy medicine,healthcare
EXP02230,264.45,Sports Authority,athletic supplies,fitness
EXP02231,245.73,Samsung,phone accessories,technology
EXP02232,216.21,Amazon Books,reference books,education
EXP02233,25.34,Yoga Studio,wellness session,fitness
EXP02234,237.17,Eye Care Center,contact lenses,healthcare
EXP02235,55.13,Pizza Hut,breadsticks and wings,food
EXP02236,229.59,Blue Cross Blue Shield,medical coverage,insurance
EXP02237,183.83,Allstate,home insurance,insurance
EXP02238,242.86,Samsung,Galaxy smartphone,technology
EXP02239,133.97,Family Clinic,annual checkup,healthcare
EXP02240,317.6,Hilton Hotels,business stay,travel
EXP02241,141.56,Enterprise Rental,vacation car rental,travel
EXP02242,146.07,Verizon,cell phone bill,utilities
EXP02243,33.79,Google Play,digital content,technology
EXP02244,88.84,CVS Pharmacy,pharmacy pickup,healthcare
EXP02245,23.75,Planet Fitness,fitness membership,fitness
EXP02246,72.82,Steam,gaming software,entertainment
EXP02247,114.18,Progressive,monthly auto premium,insurance
EXP02248,96.9,Liberty Mutual,protection plan,insurance
EXP02249,1105.67,Housing Authority,housing payment,rent
EXP02250,559.69,Campus Bookstore,academic books,education
EXP02251,88.81,BP,diesel fuel,transport
EXP02252,412.12,Best Buy,video game,shopping
EXP02253,86.46,Parking Authority,event parking,transport
EXP02254,292.02,Amazon Books,study materials,education
EXP02255,209.16,Progressive,vehicle insurance,insurance
EXP02256,38.68,Uber,grocery store trip,transport
EXP02257,2356.03,Real Estate Rental,real estate rent,rent
EXP02258,71.81,LA Fitness,monthly gym dues,fitness
EXP02259,60.62,Uber,grocery store trip,transport
EXP02260,22.24,Planet Fitness,fitness membership,fitness
EXP02261,10.15,KFC,family bucket meal,food
EXP02262,85.72,CVS Pharmacy,flu medication,healthcare
EXP02263,704.43,Best Buy,computer mouse,shopping
EXP02264,123.66,Dental Office,oral care,healthcare
EXP02265,333.68,Home Depot,paint and brushes,shopping
EXP02266,1070.69,Real Estate Rental,rental property,rent
EXP02267,113.18,Liberty Mutual,life coverage,insurance
EXP02268,471.09,Delta Airlines,business trip flight,travel
EXP02269,13.28,Netflix,family plan,entertainment
EXP02270,208.22,Marriott Hotel,weekend getaway,travel
EXP02271,190.5,Family Clinic,doctor visit,healthcare
EXP02272,75.05,Amazon,electronics gadget,shopping
EXP02273,68.28,BP,diesel fuel,transport
EXP02274,435.03,Amazon Tech,computer parts,technology
EXP02275,30.13,Parking Authority,airport parking,transport
EXP02276,19.79,Starbucks,iced coffee,food
EXP02277,849.4,Landlord Services,rental fee,rent
EXP02278,2170.95,Landlord Services,monthly rent,rent
EXP02279,1018.33,Housing Authority,rental assistance,rent
EXP02280,96.44,Amazon,books and supplies,shopping
EXP02281,678.89,Best Buy,computer mouse,shopping
EXP02282,355.34,Amazon Tech,electronics order,technology
EXP02283,885.32,Landlord Services,housing cost,rent
EXP02284,804.79,Apple Store,iPhone purchase,technology
EXP02285,77.04,MetLife,additional insurance,insurance
EXP02286,141.25,ComEd,electric service,utilities
EXP02287,73.24,LA Fitness,fitness center access,fitness
EXP02288,173.16,Macy's,jewelry gift,shopping
EXP02289,17.25,Netflix,monthly streaming,entertainment
EXP02290,16.45,Google Play,digital content,technology
EXP02291,75.76,Target,home decor items,shopping
EXP02292,149.5,Costco,family supplies,shopping
EXP02293,2146.23,Real Estate Rental,property rental,rent
EXP02294,241.07,Allstate,property premium,insurance
EXP02295,413.31,Amazon Tech,cables and adapters,technology
EXP02296,312.04,Family Clinic,medical consultation,healthcare
EXP02297,128.66,AT&T,wireless bill,utilities
EXP02298,125.23,Home Depot,paint and brushes,shopping
EXP02299,6.08,Khan Academy,study resources,education
EXP02300,68.56,MetLife,vision insurance,insurance
EXP02301,35.28,Target,gift cards,shopping
EXP02302,336.57,Amazon Tech,computer parts,technology
EXP02303,16.62,Netflix,family plan,entertainment
EXP02304,234.77,Amazon,household essentials,shopping
EXP02305,319.14,Delta Airlines,roundtrip ticket,travel
EXP02306,1316.36,Apartment Complex,unit rental payment,rent
EXP02307,31.27,LA Fitness,monthly gym dues,fitness
EXP02308,2243.71,Housing Authority,subsidized rent,rent
EXP02309,82.55,Macy's,designer clothes,shopping
EXP02310,2185.05,Apartment Complex,residential payment,rent
EXP02311,143.57,Walmart,weekly groceries,shopping
EXP02312,131.02,Concert Venue,festival pass,entertainment
EXP02313,27.11,Chipotle,chicken burrito,food
EXP02314,4.15,Starbucks,iced coffee,food
EXP02315,11.24,Lyft,weekend trip,transport
EXP02316,336.33,Best Buy,video game,shopping
EXP02317,8.98,Spotify,ad-free music,entertainment
EXP02318,98.55,Personal Trainer,personal fitness,fitness
EXP02319,1630.97,Property Management,lease payment,rent
EXP02320,101.07,Trader Joe's,wine and cheese,food
EXP02321,106.48,Costco,bulk snacks,shopping
EXP02322,206.68,Amazon Books,study materials,education
EXP02323,53.42,Udemy,online learning,education
EXP02324,118.7,Xfinity,internet service,utilities
EXP02325,839.7,Apartment Complex,complex fees,rent
EXP02326,35.71,Best Buy,wireless headphones,technology
EXP02327,70.85,Amazon Tech,cables and adapters,technology
EXP02328,322.52,Expedia,vacation package,travel
EXP02329,47.06,Planet Fitness,gym access,fitness
EXP02330,776.18,Landlord Services,housing cost,rent
EXP02331,41.12,Pizza Hut,breadsticks and wings,food
EXP02332,32.25,Google Play,app purchase,technology
EXP02333,7200.83,University,academic fees,education
EXP02334,969.52,Microsoft Store,Office 365 subscription,technology
EXP02335,102.66,Metro Transit,daily transit fare,transport
EXP02336,100.47,Coursera,professional course,education
EXP02337,81.56,Microsoft Store,Xbox controller,technology
EXP02338,19.87,Yoga Studio,yoga classes,fitness
EXP02339,21.54,Pizza Hut,medium cheese pizza,food
EXP02340,154.16,Amazon Books,textbooks,education
EXP02341,140.28,Peoples Gas,heating bill,utilities
EXP02342,837.82,Expedia,trip booking,travel
EXP02343,42.35,Udemy,online learning,education
EXP02344,148.08,Udemy,skill training,education
EXP02345,233.92,Sports Authority,athletic supplies,fitness
EXP02346,147.5,Dental Office,oral care,healthcare
EXP02347,46.78,Planet Fitness,fitness membership,fitness
EXP02348,17.82,Steam,video game purchase,entertainment
EXP02349,72.59,Water Department,water and sewer bill,utilities
EXP02350,73.96,Lyft,weekend trip,transport
EXP02351,113.3,Eye Care Center,optical services,healthcare
EXP02352,500.63,Campus Bookstore,course materials,education
EXP02353,137.57,Udemy,business course,education
EXP02354,68.54,Uber,trip to downtown,transport
EXP02355,152.15,ComEd,energy charges,utilities
EXP02356,76.72,BP,regular gas fill,transport
EXP02357,106.65,Allstate,property premium,insurance
EXP02358,130.72,Macy's,formal wear,shopping
EXP02359,105.77,Home Depot,hardware supplies,shopping
EXP02360,30.97,BP,regular gas fill,transport
EXP02361,147.06,AT&T,wireless bill,utilities
EXP02362,120.97,CVS Pharmacy,over-the-counter medicine,healthcare
EXP02363,73.55,Apple Store,MacBook laptop,technology
EXP02364,34.89,BP,highway gas station,transport
EXP02365,335.74,Allstate,homeowners coverage,insurance
EXP02366,267.05,Home Depot,lighting fixtures,shopping
EXP02367,688.37,Best Buy,phone charger,shopping
EXP02368,170.77,Amazon,clothing order,shopping
EXP02369,46.54,Metro Transit,monthly bus pass,transport
EXP02370,119.73,Shell,car wash service,transport
EXP02371,19.13,Chipotle,chicken burrito,food
EXP02372,47.9,Steam,indie game,entertainment
EXP02373,138.7,Macy's,cosmetics,shopping
EXP02374,88.42,CVS Pharmacy,prescription refill,healthcare
EXP02375,2.95,Google Play,app purchase,technology
EXP02376,75.55,Walmart,weekly groceries,shopping
EXP02377,133.21,Sports Authority,athletic supplies,fitness
EXP02378,564.84,Best Buy,tech accessories,shopping
EXP02379,306.88,Amazon Tech,cables and adapters,technology
EXP02380,62.72,AT&T,fiber internet,utilities
EXP02381,20.0,Peoples Gas,gas service charge,utilities
EXP02382,3097.73,University,semester tuition,education
EXP02383,136.03,Target,home decor items,shopping
EXP02384,163.22,Verizon,monthly phone plan,utilities
EXP02385,10.53,Lyft,airport pickup,transport
EXP02386,27.49,Shell,car wash service,transport
EXP02387,31.4,Domino's,large supreme pizza,food
EXP02388,1018.74,Apartment Complex,unit rental payment,rent
EXP02389,147.71,Sports Authority,athletic supplies,fitness
EXP02390,118.62,Nike Store,workout clothes,fitness
EXP02391,671.41,Property Management,housing payment,rent
EXP02392,15.77,Chipotle,burrito bowl,food
EXP02393,16.96,Netflix,monthly streaming,entertainment
